clip,split,face_ratio_mean,face_ratio_std,facing_front_frac,head_down_frac,nose_conf_mean,nose_x_std,nose_y_std,eye_conf_mean,eye_nose_dist_mean,eye_nose_dist_std,nose_to_shoulder_mean,nose_to_shoulder_std,shoulder_width_mean,shoulder_width_std,move_mean,move_max,big_moves,longest_still,still_frac,movement_drift
1100011012.avi,Train,0.6019788116760504,0.01334712947518612,1.0,0.0,0.9667100916306178,0.0162724558797037,0.016105757064129794,0.9767943153778712,0.10240451985759313,0.004283425713969089,0.4713435775753268,0.010945943563165288,0.8947860110827872,0.01371899489774347,0.006556522352382494,0.03918264867598271,1,6,0.5084745762711864,0.002930034133871556
1100011013.avi,Train,0.5811320563197397,0.01364153586947398,1.0,0.0,0.9588005950053533,0.021913133718019367,0.012247177010186829,0.9740895882248879,0.10332459027777038,0.00479003536502296,0.46975868233593293,0.009730977942549597,0.9193384035454313,0.0376159183587414,0.0069465659381116596,0.03200997347545585,3,5,0.5084745762711864,0.0011850445639641563
1100011014.avi,Train,0.5782444306816956,0.015018171794181332,1.0,0.0,0.9650834272305171,0.01124632496970278,0.0077123461155792095,0.9789217054843903,0.11108671141811409,0.0018931633369745,0.4559862593756852,0.005901307796806221,0.9469326610115308,0.02490229834528716,0.0047816261787684425,0.02696556016839402,4,4,0.5084745762711864,-0.003072837847178713
1100011015.avi,Train,0.5773252230596806,0.00630468956869429,1.0,0.0,0.9547642678022384,0.006170859900612073,0.006854984989565807,0.9716898694634437,0.10970329754872796,0.0022862945598664517,0.44884391389719375,0.008301098263100862,0.9097663901224426,0.047548446579852015,0.005292613520633251,0.023801959044051777,2,6,0.5084745762711864,-0.0006756540962637456
1100011016.avi,Train,0.603674347789035,0.017833036999699414,1.0,0.0,0.9666692366202673,0.020699105365664622,0.021012311259401846,0.9756495227416356,0.1035292114468975,0.005480101464422056,0.46886471889598874,0.015717520766052935,0.908628828413876,0.043213750270922516,0.014302012495724672,0.04662211895730869,4,10,0.5084745762711864,0.006219684261245471
1100011017.avi,Train,0.6277027907321459,0.010798424936842316,1.0,0.0,0.9687809417645137,0.009415903674692253,0.0090540915270788,0.9752914776404699,0.10552893418309332,0.003739775976494145,0.4625451983378894,0.008069282082578693,0.8964250897163709,0.02025971497634282,0.005105026446966218,0.022164979826802125,2,3,0.5084745762711864,0.0008781759379915812
1100011018.avi,Train,0.6153985723129077,0.008735855080138525,1.0,0.0,0.9656341910362244,0.00835092024144606,0.011986441095157025,0.9748207087318103,0.10796047512396284,0.003265033618818127,0.4567071997346054,0.008780600259650577,0.9147991758578556,0.023203763689994612,0.008212010569467009,0.0423637286227314,2,5,0.5084745762711864,-0.0021933720514793215
1100011019.avi,Train,0.6240803014896982,0.020240952777018047,1.0,0.0,0.9738346666097641,0.01951867574368796,0.017118964691347476,0.9787638942400615,0.10671323791589656,0.0039021679019412437,0.462034563303294,0.011925009429549362,0.9304789676526073,0.029689084404403293,0.012489959708515757,0.05854267070660243,4,7,0.5084745762711864,0.0027220815677169493
1100011020.avi,Train,0.6422904414122891,0.015439176365165367,1.0,0.0,0.972875960667928,0.020498944721562357,0.010526644341916283,0.97784064412117,0.10756975252229242,0.00319872347188547,0.4585650587412453,0.007472429581238485,0.9589784556741937,0.02902903688013262,0.009214381667967666,0.05244116025999958,1,9,0.5084745762711864,-0.00892227991666878
1100011021.avi,Train,0.6253632433157837,0.021934558565435372,1.0,0.0,0.9750086257855097,0.022249744073674617,0.008002074304595782,0.979838149746259,0.10570040046172009,0.003322699462882159,0.4605060514175451,0.00887832583584837,0.9883139759769543,0.030994252717794192,0.0056468709190887175,0.04064619841922694,2,8,0.5084745762711864,-0.004232898287503485
1100011022.avi,Train,0.632561523168074,0.010353867406335128,1.0,0.0,0.9755938192208607,0.007008476646073243,0.0071169352986167524,0.9799924383560816,0.10463729993958291,0.0037734371775196666,0.46793977233706363,0.006949433239541839,0.9216070224125745,0.03650187034713131,0.006145585130353486,0.04005941074202606,2,9,0.5084745762711864,0.0033904681994904266
1100011023.avi,Train,0.6387950055293043,0.011192553682347544,1.0,0.0,0.9735137939453125,0.005775400709977603,0.005973826444906447,0.9766874740521113,0.10161758685913967,0.0045626600106056,0.44892367136915784,0.0167127126074918,0.8476459316054888,0.05530631564154537,0.006295399981163477,0.03598867297319753,4,4,0.5084745762711864,0.0006385151991453704
1100011025.avi,Train,0.6227546788480793,0.029759365895046973,1.0,0.0,0.9598212430874506,0.041017203764033616,0.020788917318453382,0.9724871148665746,0.10721647294420354,0.004146937538869635,0.47162013252470725,0.013845608446889599,0.8718827469985047,0.030663677830997566,0.006846994362647277,0.04338923196869548,3,7,0.5084745762711864,-0.0006744605844587791
1100011026.avi,Train,0.6453732820417858,0.019161793935807487,1.0,0.0,0.9545889774958293,0.023743678186314898,0.026105724907118998,0.9679772858818372,0.10642103951978482,0.004839704767199223,0.49974159480540126,0.019643297943269432,0.9168752729921011,0.01867102583633118,0.010038395002413342,0.07410838672007403,4,10,0.5084745762711864,0.01393615833464044
1100011027.avi,Train,0.6421706402988353,0.00885144315210276,1.0,0.0,0.9524748901526133,0.014052750760740706,0.008348586855031866,0.9690294767419497,0.10752447759549974,0.002811631686235283,0.4636393983332383,0.0010903993904309377,0.8959849317115012,0.010643335842557366,0.007254224072444726,0.04544073790975281,3,7,0.5084745762711864,-0.005853145513131274
1100011028.avi,Train,0.6367521647578374,0.012903629404462906,1.0,0.0,0.9538796911636989,0.013918830933060298,0.007540229955009962,0.9695218200484912,0.10967912783517426,0.003709357689702502,0.46141457880468634,0.008210461423364498,0.9129914042690075,0.02928257580779782,0.00708974770513798,0.03247346818604342,4,7,0.5084745762711864,0.005274770167558297
1100011029.avi,Train,0.6407598563360947,0.012184771550692091,1.0,0.0,0.954172745347023,0.014328356099235853,0.0077745273936334755,0.96983150045077,0.11306996094818644,0.002549639111092993,0.4544055338041864,0.0069586654563849005,0.9053597669358805,0.055051466836543585,0.006533210574581271,0.026884716569726318,4,9,0.5084745762711864,0.003885997830485993
1100011031.avi,Train,0.6058545735308714,0.015590680696127596,1.0,0.0,0.9578498790661494,0.018196768006993307,0.01946191403898331,0.9675997540354728,0.11105867644300416,0.006518719060497377,0.43701139607333245,0.017216225837582342,0.7722655171423098,0.11280634001489083,0.008777997935789712,0.044658387624480045,2,7,0.5084745762711864,0.0023437372144919782
1100011032.avi,Train,0.60528388802947,0.008011609204130597,1.0,0.0,0.9622904886802037,0.011482023318681023,0.009113136808043204,0.9594389299551646,0.10660120373271915,0.0032746887407723523,0.4422078844644546,0.007812517055658342,0.6656298379334644,0.019995545215658248,0.007845008569626909,0.03564759067061238,4,6,0.5084745762711864,0.002042462534692228
1100011034.avi,Train,0.6165290217248723,0.006048589204736389,1.0,0.0,0.9570514351129532,0.009539856406073527,0.013538927450455368,0.9734593490759532,0.1123456470384308,0.0028844262025245174,0.452776802632865,0.004380628200672449,0.9220318763647405,0.03036729113777941,0.008425800044879658,0.03451908438715973,3,4,0.5084745762711864,0.004929862497419295
1100011035.avi,Train,0.5931574117154724,0.022792244540079803,1.0,0.0,0.9566985547542572,0.02250202029981641,0.013453641954161325,0.9739836106697718,0.10675278039348969,0.003719530940509415,0.46773132890852587,0.007521825796759549,0.9086383050890356,0.02312162536667691,0.011804176736253898,0.04076599291890206,3,6,0.5084745762711864,-0.0012626019608886936
1100011037.avi,Train,0.5900464481841337,0.016902732933195736,1.0,0.0,0.9535057008266449,0.017699720032808137,0.011169880098122744,0.973917710284392,0.10414633689925692,0.0028042547294842776,0.4782022487023461,0.004265771628552385,0.9587834614679128,0.0335625188661153,0.009856478348008532,0.03219552759847275,5,10,0.5084745762711864,-0.01078978129079876
1100011038.avi,Train,0.5918539088118676,0.021752029293029603,1.0,0.0,0.9513371656338374,0.022723183051723304,0.0057518670714275365,0.9732110048333804,0.10751017014677017,0.0030695694251136017,0.4675103115872892,0.00862717428251216,0.9481170677517065,0.045180239780056725,0.00596148847375937,0.019614191819391287,2,6,0.5084745762711864,0.0001744767734275926
1100011040.avi,Train,0.6088021288778767,0.010363783515715786,1.0,0.0,0.9619095573822657,0.00706814948370441,0.00815205664603178,0.9769123728076617,0.10756760650314964,0.004003107951550966,0.46210119590003984,0.008601661424956428,0.9232586990717083,0.022285131443518548,0.007638228937541737,0.027794855760656895,4,8,0.5084745762711864,0.0012468649705213147
1100011046.avi,Train,0.6133712713849148,0.01028898120521945,1.0,0.0,0.9715064346790314,0.022018233925381145,0.012583884475337499,0.9722940057516098,0.1055599014527007,0.0026557393503563904,0.44615238810404106,0.012582849468913386,0.7374270020196305,0.05795816623949521,0.008381239782883696,0.037861463285603775,3,7,0.5084745762711864,0.0014049263747314654
1100011047.avi,Train,0.6420650605180591,0.018056339948327917,1.0,0.0,0.9677160521348317,0.02789063604712376,0.011297814924123115,0.9728261485695839,0.1066916292172231,0.0047895542525725155,0.46411277406181206,0.01633074975492549,0.7894688822637923,0.10904750146995434,0.011981536157102705,0.045377208952268974,3,12,0.5084745762711864,-0.009662658100320624
1100011048.avi,Train,0.5953031640524525,0.041231438264031174,1.0,0.0,0.9600418686866761,0.0601816259917258,0.016278286209758203,0.9770741914709409,0.10213824393269742,0.004932167506445672,0.4678458238250634,0.011929667674121604,0.9738999511268853,0.07952475990289787,0.010914201785677416,0.07490374571009398,2,9,0.5084745762711864,0.010415847888561293
1100011049.avi,Train,0.6016817143029083,0.007047872270989362,1.0,0.0,0.9608554661273956,0.007140723321806773,0.007421223985348624,0.9765205239256223,0.10476663768563015,0.002812358832679761,0.4677013517967574,0.007174304312716464,0.9035158729702025,0.04804224440627423,0.008207412976808116,0.03538240852359252,4,6,0.5084745762711864,-0.004045607705801379
1100011050.avi,Train,0.6273797443540815,0.009204549041450814,1.0,0.0,0.9425992464025815,0.008914556053433423,0.00695955798313497,0.9617681872099638,0.10889304073178899,0.0026155415658827164,0.45632704480007796,0.008349489550982213,0.8909754841838948,0.015492221947022454,0.0070036508752162295,0.02708109554221686,3,4,0.5,-5.3771589094930156e-05
1100011051.avi,Train,0.6290018204562544,0.008135335526398719,1.0,0.0,0.9614147504170736,0.009019737637071208,0.006137659623236857,0.9758258233467738,0.10731247846527976,0.0016571937462991,0.46287677361280855,0.004210570282482099,0.9527224486916112,0.039118794758044036,0.006053375493129828,0.026966088427044854,2,7,0.5084745762711864,0.0010741435602186012
1100011052.avi,Train,0.6138200765863465,0.007343346313246445,1.0,0.0,0.9564223438501358,0.004463050406291615,0.005611946297693544,0.9740155726671219,0.10645655141094071,0.0021673484317624426,0.4550513593152287,0.005208869190178306,0.9398733563741793,0.043558013356218984,0.005065709723205123,0.016671295078999674,3,12,0.5084745762711864,-0.002084614982083074
1100011053.avi,Train,0.616459585966406,0.015880736024906195,1.0,0.0,0.969769956668218,0.023058745126399167,0.009800281858833148,0.978889174759388,0.11122632914712896,0.0028284306683417654,0.4360456800575082,0.01450917524302739,0.9281944844541611,0.03107164431606755,0.007884043452831745,0.035209319029657696,3,10,0.5084745762711864,-0.003951395489305274
1100011054.avi,Train,0.6043343261295007,0.03173165339300809,1.0,0.0,0.9600216925144196,0.04044854631265827,0.010567930987682345,0.9756569012999534,0.10706751316855641,0.0025063608167876935,0.4498104983751132,0.006599277205523509,0.930005125673072,0.03304205677912088,0.006904724116879387,0.05697914246626141,2,9,0.5084745762711864,0.003805105342672749
1100011055.avi,Train,0.6014980258700604,0.015544201335616287,1.0,0.0,0.9521246661742528,0.020565038543011612,0.005918877655036686,0.9733793179194132,0.10577886868236702,0.0018541907402083969,0.4674645520553848,0.0027484252210225857,0.8967428280524209,0.03568652395413008,0.005802971325819637,0.018848332015622523,3,6,0.5084745762711864,0.0038316400161638015
1100011056.avi,Train,0.5990989203360318,0.0057220820131662475,1.0,0.0,0.965524576107661,0.009463789367320589,0.01017198617461508,0.9784392103552818,0.10543987437339146,0.0017322788718891588,0.4721884205508899,0.0039004418707379845,0.8317528211815731,0.011144978115263663,0.005564598852110996,0.020765080494891442,5,8,0.5084745762711864,6.374025664906621e-05
1100011057.avi,Train,0.62727095520828,0.02453550056717284,1.0,0.0,0.9643925497929255,0.03953288989471567,0.013241069121453442,0.9742838536699613,0.10929430275531721,0.00498414454502988,0.4645993906236962,0.016826676348966788,0.8771549777603865,0.04181446177805477,0.01581805328140321,0.0469550148173305,3,13,0.5084745762711864,-0.004273675201269346
1100011058.avi,Train,0.6112232233805334,0.011592042762536841,1.0,0.0,0.9598778386910757,0.013885092803631467,0.00823378072399404,0.9745389093955358,0.10653355941020679,0.0016613580949429547,0.47256494024711776,0.006554006468966716,0.8554996458693845,0.02355169976693955,0.008209297993650161,0.02557307301485527,3,10,0.5084745762711864,0.00018929539624402796
1100011059.avi,Train,0.5856890799445901,0.04185373442276037,0.9642857142857143,0.0,0.9673089573780695,0.05917551711570006,0.03431541292830643,0.9785644431908925,0.10352591857345518,0.008430172576726961,0.47056538285664024,0.01857032559141573,0.8737212397211375,0.036696205113185186,0.02213817277622453,0.07726914982663628,3,11,0.5084745762711864,-0.004121957457236175
1100011060.avi,Train,0.5887331039728039,0.01236896156150339,1.0,0.0,0.9589732021093369,0.013952845416129775,0.008315977152862678,0.9743354762593905,0.09800319490202004,0.002770020838893115,0.48169817992321473,0.005191788354121539,0.8235061778331733,0.021653489912058434,0.009913881614490515,0.04714392052376282,3,6,0.5084745762711864,-0.005513780596090028
1100011062.avi,Train,0.593895113962819,0.006922493403195998,1.0,0.0,0.9597824513912201,0.0038252260063488253,0.0038475045662338205,0.9750615795453389,0.105404072857398,0.001739779808470205,0.45560247493935924,0.001662710719016656,0.8295674072708854,0.013171518699420275,0.004342255029404453,0.01183251868297509,3,4,0.5084745762711864,0.0009958233341004143
1100011063.avi,Train,0.5862864981579912,0.00727308738843532,1.0,0.0,0.9570156594117483,0.005497269464338301,0.00401758414435978,0.9754520192742347,0.1057183475328495,0.0019097351172025854,0.4566207685690864,0.0005816975291567383,0.8326278574692686,0.007552931819365338,0.004745873627168867,0.013458339188952164,4,6,0.5084745762711864,0.0003271210098620301
1100011064.avi,Train,0.58684616679248,0.006586207591866359,1.0,0.0,0.9526833415031433,0.006833268279969359,0.005186889136498637,0.9734211812416712,0.10508370350051997,0.0013551850896198403,0.4579289039870666,0.0037335666691666325,0.8506920159926796,0.00574638824132806,0.0076853641740360235,0.027679058081089277,4,6,0.5084745762711864,-0.000250988234984797
1100011066.avi,Train,0.5892414564134987,0.01989772484984795,1.0,0.0,0.9022052690386773,0.27161407871471577,0.40522018615801786,0.919733622452865,0.10540268264793803,0.005339760096768634,0.4525306980998189,0.018737023761853405,0.8184954499886882,0.1507237717540116,0.111837766640932,2.6649650791194412,3,5,0.5,-0.20224324708121622
1100011067.avi,Train,0.5661305559279002,0.017513681917809838,1.0,0.0,0.945841567715009,0.01637345768088328,0.006526625218381079,0.9723615268866221,0.10854651693557446,0.002161105889176893,0.45834650963769175,0.002912772987664397,0.8709248114227266,0.02342345063596219,0.008021576765099478,0.026526020342874542,4,6,0.5084745762711864,0.0001530157254119105
1100011068.avi,Train,0.5756921979797699,0.00883072551313046,1.0,0.0,0.941351372996966,0.010058624391982346,0.0059747686324578995,0.9706063543756803,0.11024249063491154,0.002178261056735475,0.45718363936005824,0.006299731718281961,0.8734995049981965,0.025807697520689163,0.007202494860088702,0.024844021212968585,4,4,0.5084745762711864,-0.0003811884269225392
1100011069.avi,Train,0.5834446204646013,0.021603815180634547,1.0,0.0,0.9627962271372478,0.03475613024453707,0.02584391391660617,0.9754577174782753,0.10689357477762029,0.005532761355994959,0.4564501471748983,0.013134271936575091,0.8665894352012704,0.021515566162326662,0.011636415548846698,0.038381400157697525,3,5,0.5084745762711864,-0.0024465957453546523
1100011070.avi,Train,0.5970846865882208,0.008038727359039707,1.0,0.0,0.9667605171600978,0.008693687120879874,0.005175880924132452,0.9749900748332342,0.10643400067135253,0.0031771480905055122,0.4554682802852569,0.0038813193993519823,0.8577888366175324,0.023786056826722014,0.007398979877099502,0.021010193220986045,2,3,0.5084745762711864,-0.0016874536272499432
1100011071.avi,Train,0.5806600833817176,0.01321164669734796,1.0,0.0,0.9525073736906051,0.011545832130127585,0.009089460067812732,0.9763989036281904,0.10493891628264906,0.0031456692596400024,0.4538041503105904,0.0033779426716327127,0.9161223857472751,0.009704590913692314,0.00724856807712205,0.022242233941145065,3,6,0.5084745762711864,-0.0016166160543916999
1100011072.avi,Train,0.5832214045397391,0.006511192494645497,1.0,-1.0,0.9510727465152741,0.007859095773403931,0.007088034870983343,0.9767213409145673,0.10796159037067452,0.0016214453678268135,-1.0,-1.0,-1.0,-1.0,0.005584920914980588,0.01897834395641029,4,7,0.5084745762711864,0.001594537790936103
1100011073.avi,Train,0.5875631081540047,0.004720329557348523,1.0,-1.0,0.9511351337035497,0.007262935228700522,0.007320890596514685,0.9762988676627476,0.10905389998637699,0.0016040469697555378,-1.0,-1.0,-1.0,-1.0,0.005355312290673867,0.013533924724480347,1,8,0.5084745762711864,-0.0016124584780243595
1100011075.avi,Train,0.5387943029650578,0.024737699044128474,1.0,0.0,0.9567028949658076,0.03069514414704529,0.014794749548929252,0.9763255044817924,0.10552866358024833,0.003946820664932999,0.46414652248783794,0.005641660076033866,0.9178936828475023,0.03938313175976066,0.012389386582978473,0.08576496823393923,1,8,0.5084745762711864,-0.007615458053135078
1100011076.avi,Train,0.5622830021092964,0.011552621738212195,1.0,0.0,0.9485501885414124,0.009592977445021734,0.008048929218510229,0.9744923179348309,0.1048781164464589,0.0028764369537434345,0.4613269776126603,0.003441214813508248,0.8757622490850537,0.03911948979728491,0.006463722496369797,0.01911385722699122,3,4,0.5084745762711864,-0.0005611129652957954
1100011078.avi,Train,0.5887310741095566,0.012792093346225063,1.0,0.0,0.9517192085584004,0.015059360781845475,0.008606232242269383,0.9720680142442385,0.11324660829801507,0.0030562507594471574,0.44176897915097235,0.0075513747490409695,0.8971812194311778,0.04638646590188196,0.009896048978786657,0.027286752309502088,2,7,0.5084745762711864,0.0012702415356363583
1100011079.avi,Train,0.6246201999427633,0.016864928022737147,1.0,0.0,0.9610466221968333,0.017534143460245673,0.012185309159402316,0.9758871078491211,0.1149115097261065,0.005003149305650009,0.4302052953237551,0.018621883958256792,0.9321277256519446,0.029423487263487157,0.012555956474367304,0.0428131019680255,3,6,0.5084745762711864,-0.0051666092603704535
1100011080.avi,Train,0.6343223281088347,0.025587594386044247,1.0,0.0,0.9557990819215775,0.02623087480426749,0.006961264107588853,0.9741528809070588,0.1132834554952829,0.0031610104720235593,0.44479854354059095,0.002351333921138165,0.9234597345657471,0.009963533735279775,0.011055839037993684,0.04028871569591698,3,5,0.5084745762711864,-0.00044884746827349165
1100011081.avi,Train,0.6087498552087928,0.023691140774268985,1.0,0.0,0.9533695191144943,0.01736128297198515,0.016481349092776314,0.9744720786809922,0.10975967648534293,0.00392359965470267,0.479090609355757,0.0007277730527842641,0.8954977397189117,0.006566045537764964,0.009918211848987859,0.029658213830278706,3,5,0.5084745762711864,-0.00013240877494233652
1100011082.avi,Train,0.5939323950585139,0.011753906900386092,1.0,0.0,0.9458471596240997,0.17886196341822586,0.1844484317582889,0.9542767660692334,0.10829865364879801,0.00839423641907506,0.35221213592456024,0.14521383410765162,0.749164558605699,0.2498239330731451,0.056408773874957796,1.4181093202363138,3,5,0.5084745762711864,-0.09911250758140923
1100011083.avi,Train,0.5782990572475597,0.022817082280477567,1.0,0.0,0.9311926578481992,0.10513643656820511,0.21758763192994204,0.9461460756137967,0.10801910715873693,0.003943104672648378,0.45577500140025556,0.011803736895276216,0.859566180381499,0.10062537568363213,0.07747721333751734,1.8842712735324696,2,7,0.5087719298245614,-0.1376405179418686
1100012001.avi,Train,0.600067055091873,0.010481998246952392,1.0,0.0,0.9704814841349919,0.009905543872313584,0.013710483713465726,0.9814180746674538,0.09805688399001138,0.0032412210180017016,0.5057355022724074,0.011436753664573978,0.8828146862376461,0.014145070722285965,0.008072429241813162,0.028636224377254913,3,4,0.5084745762711864,-0.000554873416334257
1100012003.avi,Train,0.5848464403785041,0.01823439267586034,1.0,0.0,0.9706957827011744,0.02320773329993831,0.010764213944615393,0.9820766081412633,0.09910802780432176,0.0033824312382911906,0.5060397634813464,0.006318049432844852,0.9031702106307434,0.013512425292597776,0.007213415738605793,0.025478727716341437,4,8,0.5084745762711864,0.0030844695352229964
1100012007.avi,Train,0.5944745605964349,0.020554048315495604,1.0,0.0,0.9622911751270294,0.024516809815850374,0.02763573136865865,0.9780831540624301,0.09546305761844079,0.006638027194444433,0.5142814331626152,0.017986238113797903,0.8799911923597697,0.032418938063250545,0.01216495324706451,0.0530866294177454,3,7,0.5084745762711864,-0.002168543558486254
1100012008.avi,Train,0.6006807928546775,0.020843797326870382,1.0,0.0,0.9698820879062017,0.0201246097835196,0.022097089803024945,0.9797838176290194,0.09288271852264489,0.005573628498438307,0.5188929748344376,0.01810596991133088,0.870587628936131,0.04056720686201965,0.010639607637773229,0.041077307892720495,4,8,0.5084745762711864,-0.004088238398288906
1100012009.avi,Train,0.5921549966338755,0.03616156659402537,1.0,0.0,0.9653444280227025,0.027960541541030504,0.02981835258552427,0.9788549070556959,0.09365387394841228,0.008929568567762192,0.5185711422032198,0.027007986250950078,0.9069744272352025,0.035575891798866555,0.014984983461636073,0.0482762614271463,2,4,0.5084745762711864,0.004313290770374062
1100012010.avi,Train,0.616697128318432,0.012733932110003471,1.0,0.0,0.9639120558897655,0.015680255282804124,0.007194414940912744,0.9788373177250226,0.10252906365827007,0.0023080274826832504,0.5061275179549476,0.0052796565826893765,0.9421709540585976,0.017767711353465238,0.00818223701296707,0.038308703816517464,2,6,0.5084745762711864,-0.002548098455241135
1100012011.avi,Train,0.6318560315471212,0.02653996072016005,1.0,0.0,0.9671717872222264,0.03157925799402779,0.014630786926977876,0.9791069472829501,0.1044600301274532,0.0022449367896290335,0.5023412473434712,0.005952468759778708,0.9291049980779486,0.03392313248217895,0.01280659189649728,0.051442787787346976,3,9,0.5084745762711864,0.0025330852895174456
1100012013.avi,Train,0.6032938175624876,0.02038063746636167,1.0,0.0,0.9687671432892482,0.014822605834270976,0.012205779337244427,0.9802515422304471,0.10198092876423422,0.0035671684941633365,0.5051418293244093,0.010858307159604464,0.9148485147297604,0.0228915434776168,0.006437007733658511,0.02719808379629389,3,5,0.5084745762711864,0.000784117609511201
1100012014.avi,Train,0.5879153081911143,0.009968621106726276,1.0,0.0,0.9672560840845108,0.013790679580941555,0.018067438929079905,0.9797997107108434,0.09326017169012928,0.0037501067006085586,0.5291352577996614,0.011569283026292707,0.9138371848227441,0.02777377552219266,0.012300657612625113,0.06718478678454072,2,6,0.5084745762711864,-0.0028979733081098257
1100012015.avi,Train,0.5944260951050979,0.012538694774901453,1.0,0.0,0.9627385059992473,0.009941918443571842,0.008384352452259162,0.9779008224606514,0.09888129422923785,0.0031584143000200813,0.5135448938314267,0.007108086100624542,0.8866007129358385,0.02569384844766673,0.00881348868776521,0.034510583000511776,3,4,0.5084745762711864,0.001007961259989686
1100012016.avi,Train,0.6000495544029071,0.02067329903484475,1.0,0.0,0.9604876687129339,0.022029995842615405,0.014785252616143324,0.9770528867840766,0.09818992970284277,0.004647227843370189,0.5177617599167077,0.012940631830094635,0.8792151940727696,0.026457565076776372,0.009898974956270571,0.05519183175205338,3,7,0.5084745762711864,0.0023465342233499036
1100012017.avi,Train,0.6147925743515563,0.01566841962444325,1.0,0.0,0.9631896714369456,0.01966209612412968,0.016391036329780305,0.9775116632382075,0.09952451891715386,0.004810498934346687,0.5191015988038131,0.010373826946787797,0.8820803350991349,0.021272127006164165,0.014182955194563132,0.046207702849653046,4,5,0.5084745762711864,-0.0075509305632235225
1100012018.avi,Train,0.5856551134150507,0.026630961231511367,1.0,0.0,0.9689801683028539,0.027754184641571464,0.015070471375214004,0.9794745340943336,0.09517397117514911,0.0048175942333181735,0.5166859208897964,0.011897815453266654,0.8513748622306619,0.03533689866214071,0.013198444062087113,0.05297550960515752,2,5,0.5084745762711864,-0.0012147941176123764
