clip,face_ratio_mean,face_ratio_std,facing_front_frac,head_down_frac,nose_conf_mean,nose_x_std,nose_y_std
2100611002.avi,0.5142139305520551,0.004531805447621045,1.0,0.0,0.978611480196317,1.0835100233849075,1.1356256470152692
2260510110.avi,0.503034431230833,0.008570129846011095,1.0,0.0,0.9888694226741791,2.9060622212127036,1.3624794968925116
240846010.avi,0.4464855775539437,0.038229817437635705,1.0,0.0,0.9912820647160212,12.527451227944038,15.978442282566117
3100621001.avi,0.5729035360755886,0.017472336944724227,1.0,0.0,0.9835481276114781,25.649485099546148,8.607402446343759
3100631001.avi,0.4914580011837877,0.029671568604631188,1.0,0.0,0.9939237842957179,10.036922386380928,7.411105641947303
3100641002.avi,0.5208037957777614,0.026447458985133305,1.0,0.0,0.9922611484924952,7.982619468065464,3.1901938494656363
3100661002.avi,0.4565287419437831,0.046083548119181875,0.9833333333333333,0.0,0.987831195195516,7.1478601094580965,1.3727145609372082
3100681001.avi,0.5213741746451547,0.023348463498526605,1.0,0.0,0.9899373441934586,15.284479484028711,8.89832331317155
3100691005.avi,0.3773585752448886,0.031269669710977874,1.0,0.0,0.9769785434007645,9.391707121061023,2.626111046386167
3100701001.avi,0.569302917499395,0.01942431785856489,1.0,0.0,0.9932219525178273,2.796819623757675,0.8829462804138929
3100711007.avi,0.4966843354681638,0.009783095843783072,1.0,0.0,0.9894645859797796,1.3754717041313398,1.0704076055120804
3100721002.avi,0.5371364933634609,0.017923966129544333,1.0,0.0,0.9886328438917796,9.229348720379177,23.128365250147905
3100731001.avi,0.4959898903357218,0.01217179205269894,1.0,0.0,0.9796946883201599,3.3216828524561417,2.9574673081846474
3100741001.avi,0.46000803994845607,0.011741241974504157,1.0,0.0,0.9882167647282283,1.3035443481925197,4.168074536831831
3100751003.avi,0.5023845571395428,0.00539849333998596,1.0,0.0,0.9745346864064535,1.4903733518283633,0.4521683828500155
3100761003.avi,0.5077543939547761,0.00913207173948417,1.0,0.0,0.9898731996615727,0.7969357755963994,0.9630641217901472
3100771001.avi,0.5398125618832592,0.06192896811071924,1.0,0.0,0.9908316145340602,1.3352340378952963,0.8938495442081438
3100781001.avi,0.487803822415921,0.02897556193684495,1.0,0.0,0.9885375261306762,17.789802900577826,13.691616609581892
3100791004.avi,0.5081761398117111,0.009110699975858765,1.0,0.0,0.988887948791186,16.974401126434795,19.26089155635557
3100801006.avi,0.4632967256300224,0.009277800703050586,1.0,0.0,0.9968529005845388,0.7061006823390498,0.5930970230114146
3100811002.avi,0.47044032001168795,0.014791979492124994,1.0,0.0,0.997508990764618,3.885156348551086,4.131524154949167
3100821004.avi,0.535213324997601,0.02067803581836731,1.0,0.0,0.9901813069979349,5.533904221302626,19.387737559084854
3100831003.avi,0.37039191019791834,0.0066873091662530615,1.0,0.0,0.997295406460762,0.6891548166852652,0.3604634461166726
3344630110.avi,0.5428227856567306,0.0305250051699076,1.0,0.0,0.9880649824937184,7.1014473548738275,7.323058767725499
342227010.avi,0.48919777551632754,0.029566691928841402,1.0,0.0,0.9919818212588628,12.464770485728911,11.21978316558541
350361011.avi,0.5182033586041419,0.008953992025650228,1.0,0.0,0.9939266900221507,3.048496668918076,1.6621866548581794
4000181002.avi,0.488710456181079,0.006024522865529968,1.0,0.0,0.9839170982440313,0.7080221702976057,1.2445399785152294
4110211001.avi,0.5428821823571738,0.01252048935829052,1.0,0.0,0.9916869213183721,9.86612816427142,4.723690537266627
4110311001.avi,0.5028766045818194,0.01536362515447448,1.0,0.0,0.9886612325906754,3.95847856521686,3.6395637150827316
414081010.avi,0.5329170691794057,0.02679958651530626,1.0,0.0,0.957096740603447,18.092145769164453,8.632476949955121
459999011.avi,0.4684747971740473,0.020626788648959817,1.0,0.0,0.9770739287137985,2.3010697317901387,1.6738432738652786
5000441001.avi,0.5231524201236132,0.019686798633750398,1.0,0.0,0.9902125567197799,7.58576579662087,11.422825339203085
5000441002.avi,0.5266339888005062,0.02667351117377748,1.0,0.0,0.9887984285751978,12.111579015137627,19.01870053673168
5000441003.avi,0.5097633790828957,0.01320916921266292,1.0,0.0,0.99038292268912,1.4277539178544407,3.572424405251451
5000441005.avi,0.5183761871139778,0.007000370539268863,1.0,0.0,0.9903161664803822,0.6743742367880472,0.8482436424517986
5000441006.avi,0.5285272419746796,0.005382149535518027,1.0,0.0,0.9899220198392868,0.4803076686429052,0.6609862651764491
5000441007.avi,0.5312809290359546,0.0044524756356513675,1.0,0.0,0.9896762520074844,0.5025570785134863,0.5283119064699505
5000441008.avi,0.5310854828929233,0.007139635415991378,1.0,0.0,0.9898460318644842,1.8653586583106738,4.161476279249909
5000441009.avi,0.5319483314864415,0.004913271869437926,1.0,0.0,0.9892298817634583,0.630018864322953,0.7285417083325532
5000441010.avi,0.5327552017538095,0.004823379789528575,1.0,0.0,0.9889499992132187,0.8618402109379629,0.7689817330210637
5000441012.avi,0.5470398979446637,0.0076012783463633255,1.0,0.0,0.9887215822935105,1.1971674692781964,0.42594423234965617
5000441013.avi,0.5320913274480163,0.00873012257052957,1.0,0.0,0.9877586752176285,0.9472573987744546,1.1500478195541153
5000441014.avi,0.5510298916825999,0.01526181590585506,1.0,0.0,0.9909529666105906,2.696971800443251,4.667836029915857
5000441015.avi,0.5514605892410909,0.006851573152451877,1.0,0.0,0.9913063287734986,1.1926722985922158,0.9442638803969841
5000441016.avi,0.5517787203457126,0.004464718679150797,1.0,0.0,0.990996406475703,0.5718086772406457,0.6919262610233592
5000441017.avi,0.5501529871697355,0.0038120925696478267,1.0,0.0,0.991168075799942,0.4271882364786169,0.4666211986303094
5000441018.avi,0.5494942832324555,0.0057898621398207225,1.0,0.0,0.9908787578344345,0.41220098325385485,0.5236856301093225
5000441021.avi,0.5211506943886488,0.007798518550608707,1.0,0.0,0.9910109788179398,1.347920875422446,1.162303200913536
5000441022.avi,0.5229617776121341,0.014093789750471299,1.0,0.0,0.991407988468806,2.103316920710824,2.23174729459802
5000441023.avi,0.5137764975088855,0.004327762926851875,1.0,0.0,0.9914016197125117,0.44749859233127837,0.6709454412278651
5000441024.avi,0.5139322638341595,0.0072602034971408075,1.0,0.0,0.9912434736887614,0.9394798096426523,0.44066417783735895
5000441027.avi,0.5356843451869319,0.004317068784862666,1.0,0.0,0.9910955041646957,0.575739799492602,0.947632380797557
5000441030.avi,0.5324920399980043,0.008087964423328339,1.0,0.0,0.9910799950361252,0.8691988295158481,0.639046451173138
5000441031.avi,0.5333916726646138,0.006986493335059414,1.0,0.0,0.9908903022607167,1.004373166602288,1.771187907673297
5000441032.avi,0.5306904874651548,0.009921578540638791,1.0,0.0,0.9909475495417913,0.8749777559111703,3.965678803850747
5000441033.avi,0.5265423537646484,0.005866308557532869,1.0,0.0,0.9905429820219676,0.7901404734018428,1.76580821423001
5000441034.avi,0.5297849001695111,0.023438843867250633,1.0,0.0,0.9904946694771449,16.903406659676133,9.67666840185235
5000441035.avi,0.5400077026144727,0.00976097675816612,1.0,0.0,0.9905030826727549,1.6694531055127917,2.444341616102963
5000441037.avi,0.5007696812879322,0.012175218907833274,1.0,0.0,0.9901877929766972,2.252117616602188,1.7595414014239674
5000441038.avi,0.5224970722064943,0.00857693841565119,1.0,0.0,0.9899573494990667,1.4979112204308773,1.679229536788692
5000441039.avi,0.5340745332299918,0.006751875839498416,1.0,0.0,0.9905063311258951,1.4835499980480737,0.4518219373179909
5221290110.avi,0.5057434923128946,0.03784156925078498,1.0,0.0,0.9866162151098251,9.621579520698392,1.226407075272753
